,id,data_type,ttg_type,error_type,filename,path
836,ID_000836,zipper,test,good,010.png,../data/zipper/test/good/010.png
837,ID_000837,zipper,test,good,014.png,../data/zipper/test/good/014.png
838,ID_000838,zipper,test,good,029.png,../data/zipper/test/good/029.png
839,ID_000839,zipper,test,good,004.png,../data/zipper/test/good/004.png
840,ID_000840,zipper,test,good,011.png,../data/zipper/test/good/011.png
841,ID_000841,zipper,test,good,008.png,../data/zipper/test/good/008.png
842,ID_000842,zipper,test,good,019.png,../data/zipper/test/good/019.png
843,ID_000843,zipper,test,good,009.png,../data/zipper/test/good/009.png
844,ID_000844,zipper,test,good,021.png,../data/zipper/test/good/021.png
845,ID_000845,zipper,test,good,012.png,../data/zipper/test/good/012.png
846,ID_000846,zipper,test,good,018.png,../data/zipper/test/good/018.png
847,ID_000847,zipper,test,good,025.png,../data/zipper/test/good/025.png
848,ID_000848,zipper,test,good,015.png,../data/zipper/test/good/015.png
849,ID_000849,zipper,test,good,022.png,../data/zipper/test/good/022.png
850,ID_000850,zipper,test,good,007.png,../data/zipper/test/good/007.png
851,ID_000851,zipper,test,good,002.png,../data/zipper/test/good/002.png
852,ID_000852,zipper,test,squeezed_teeth,001.png,../data/zipper/test/squeezed_teeth/001.png
853,ID_000853,zipper,test,squeezed_teeth,000.png,../data/zipper/test/squeezed_teeth/000.png
854,ID_000854,zipper,test,squeezed_teeth,003.png,../data/zipper/test/squeezed_teeth/003.png
855,ID_000855,zipper,test,squeezed_teeth,005.png,../data/zipper/test/squeezed_teeth/005.png
856,ID_000856,zipper,test,squeezed_teeth,006.png,../data/zipper/test/squeezed_teeth/006.png
857,ID_000857,zipper,test,squeezed_teeth,013.png,../data/zipper/test/squeezed_teeth/013.png
858,ID_000858,zipper,test,squeezed_teeth,010.png,../data/zipper/test/squeezed_teeth/010.png
859,ID_000859,zipper,test,squeezed_teeth,014.png,../data/zipper/test/squeezed_teeth/014.png
860,ID_000860,zipper,test,squeezed_teeth,004.png,../data/zipper/test/squeezed_teeth/004.png
861,ID_000861,zipper,test,squeezed_teeth,011.png,../data/zipper/test/squeezed_teeth/011.png
862,ID_000862,zipper,test,squeezed_teeth,008.png,../data/zipper/test/squeezed_teeth/008.png
863,ID_000863,zipper,test,squeezed_teeth,009.png,../data/zipper/test/squeezed_teeth/009.png
864,ID_000864,zipper,test,squeezed_teeth,012.png,../data/zipper/test/squeezed_teeth/012.png
865,ID_000865,zipper,test,squeezed_teeth,015.png,../data/zipper/test/squeezed_teeth/015.png
866,ID_000866,zipper,test,squeezed_teeth,007.png,../data/zipper/test/squeezed_teeth/007.png
867,ID_000867,zipper,test,squeezed_teeth,002.png,../data/zipper/test/squeezed_teeth/002.png
868,ID_000868,zipper,test,rough,001.png,../data/zipper/test/rough/001.png
869,ID_000869,zipper,test,rough,000.png,../data/zipper/test/rough/000.png
870,ID_000870,zipper,test,rough,003.png,../data/zipper/test/rough/003.png
871,ID_000871,zipper,test,rough,005.png,../data/zipper/test/rough/005.png
872,ID_000872,zipper,test,rough,006.png,../data/zipper/test/rough/006.png
873,ID_000873,zipper,test,rough,013.png,../data/zipper/test/rough/013.png
874,ID_000874,zipper,test,rough,016.png,../data/zipper/test/rough/016.png
875,ID_000875,zipper,test,rough,010.png,../data/zipper/test/rough/010.png
876,ID_000876,zipper,test,rough,014.png,../data/zipper/test/rough/014.png
877,ID_000877,zipper,test,rough,004.png,../data/zipper/test/rough/004.png
878,ID_000878,zipper,test,rough,011.png,../data/zipper/test/rough/011.png
879,ID_000879,zipper,test,rough,008.png,../data/zipper/test/rough/008.png
880,ID_000880,zipper,test,rough,009.png,../data/zipper/test/rough/009.png
881,ID_000881,zipper,test,rough,012.png,../data/zipper/test/rough/012.png
882,ID_000882,zipper,test,rough,015.png,../data/zipper/test/rough/015.png
883,ID_000883,zipper,test,rough,007.png,../data/zipper/test/rough/007.png
884,ID_000884,zipper,test,rough,002.png,../data/zipper/test/rough/002.png
885,ID_000885,zipper,test,fabric_interior,001.png,../data/zipper/test/fabric_interior/001.png
886,ID_000886,zipper,test,fabric_interior,000.png,../data/zipper/test/fabric_interior/000.png
887,ID_000887,zipper,test,fabric_interior,003.png,../data/zipper/test/fabric_interior/003.png
888,ID_000888,zipper,test,fabric_interior,005.png,../data/zipper/test/fabric_interior/005.png
889,ID_000889,zipper,test,fabric_interior,006.png,../data/zipper/test/fabric_interior/006.png
890,ID_000890,zipper,test,fabric_interior,013.png,../data/zipper/test/fabric_interior/013.png
891,ID_000891,zipper,test,fabric_interior,010.png,../data/zipper/test/fabric_interior/010.png
892,ID_000892,zipper,test,fabric_interior,014.png,../data/zipper/test/fabric_interior/014.png
893,ID_000893,zipper,test,fabric_interior,004.png,../data/zipper/test/fabric_interior/004.png
894,ID_000894,zipper,test,fabric_interior,011.png,../data/zipper/test/fabric_interior/011.png
895,ID_000895,zipper,test,fabric_interior,008.png,../data/zipper/test/fabric_interior/008.png
896,ID_000896,zipper,test,fabric_interior,009.png,../data/zipper/test/fabric_interior/009.png
897,ID_000897,zipper,test,fabric_interior,012.png,../data/zipper/test/fabric_interior/012.png
898,ID_000898,zipper,test,fabric_interior,015.png,../data/zipper/test/fabric_interior/015.png
899,ID_000899,zipper,test,fabric_interior,007.png,../data/zipper/test/fabric_interior/007.png
900,ID_000900,zipper,test,fabric_interior,002.png,../data/zipper/test/fabric_interior/002.png
901,ID_000901,zipper,test,fabric_border,001.png,../data/zipper/test/fabric_border/001.png
902,ID_000902,zipper,test,fabric_border,000.png,../data/zipper/test/fabric_border/000.png
903,ID_000903,zipper,test,fabric_border,003.png,../data/zipper/test/fabric_border/003.png
904,ID_000904,zipper,test,fabric_border,005.png,../data/zipper/test/fabric_border/005.png
905,ID_000905,zipper,test,fabric_border,006.png,../data/zipper/test/fabric_border/006.png
906,ID_000906,zipper,test,fabric_border,013.png,../data/zipper/test/fabric_border/013.png
907,ID_000907,zipper,test,fabric_border,016.png,../data/zipper/test/fabric_border/016.png
908,ID_000908,zipper,test,fabric_border,010.png,../data/zipper/test/fabric_border/010.png
909,ID_000909,zipper,test,fabric_border,014.png,../data/zipper/test/fabric_border/014.png
910,ID_000910,zipper,test,fabric_border,004.png,../data/zipper/test/fabric_border/004.png
911,ID_000911,zipper,test,fabric_border,011.png,../data/zipper/test/fabric_border/011.png
912,ID_000912,zipper,test,fabric_border,008.png,../data/zipper/test/fabric_border/008.png
913,ID_000913,zipper,test,fabric_border,009.png,../data/zipper/test/fabric_border/009.png
914,ID_000914,zipper,test,fabric_border,012.png,../data/zipper/test/fabric_border/012.png
915,ID_000915,zipper,test,fabric_border,015.png,../data/zipper/test/fabric_border/015.png
916,ID_000916,zipper,test,fabric_border,007.png,../data/zipper/test/fabric_border/007.png
917,ID_000917,zipper,test,fabric_border,002.png,../data/zipper/test/fabric_border/002.png
918,ID_000918,zipper,test,split_teeth,001.png,../data/zipper/test/split_teeth/001.png
919,ID_000919,zipper,test,split_teeth,017.png,../data/zipper/test/split_teeth/017.png
920,ID_000920,zipper,test,split_teeth,000.png,../data/zipper/test/split_teeth/000.png
921,ID_000921,zipper,test,split_teeth,003.png,../data/zipper/test/split_teeth/003.png
922,ID_000922,zipper,test,split_teeth,005.png,../data/zipper/test/split_teeth/005.png
923,ID_000923,zipper,test,split_teeth,006.png,../data/zipper/test/split_teeth/006.png
924,ID_000924,zipper,test,split_teeth,013.png,../data/zipper/test/split_teeth/013.png
925,ID_000925,zipper,test,split_teeth,016.png,../data/zipper/test/split_teeth/016.png
926,ID_000926,zipper,test,split_teeth,010.png,../data/zipper/test/split_teeth/010.png
927,ID_000927,zipper,test,split_teeth,014.png,../data/zipper/test/split_teeth/014.png
928,ID_000928,zipper,test,split_teeth,004.png,../data/zipper/test/split_teeth/004.png
929,ID_000929,zipper,test,split_teeth,011.png,../data/zipper/test/split_teeth/011.png
930,ID_000930,zipper,test,split_teeth,008.png,../data/zipper/test/split_teeth/008.png
931,ID_000931,zipper,test,split_teeth,009.png,../data/zipper/test/split_teeth/009.png
932,ID_000932,zipper,test,split_teeth,012.png,../data/zipper/test/split_teeth/012.png
933,ID_000933,zipper,test,split_teeth,015.png,../data/zipper/test/split_teeth/015.png
934,ID_000934,zipper,test,split_teeth,007.png,../data/zipper/test/split_teeth/007.png
935,ID_000935,zipper,test,split_teeth,002.png,../data/zipper/test/split_teeth/002.png
936,ID_000936,zipper,test,combined,001.png,../data/zipper/test/combined/001.png
937,ID_000937,zipper,test,combined,000.png,../data/zipper/test/combined/000.png
938,ID_000938,zipper,test,combined,003.png,../data/zipper/test/combined/003.png
939,ID_000939,zipper,test,combined,005.png,../data/zipper/test/combined/005.png
940,ID_000940,zipper,test,combined,006.png,../data/zipper/test/combined/006.png
941,ID_000941,zipper,test,combined,013.png,../data/zipper/test/combined/013.png
942,ID_000942,zipper,test,combined,010.png,../data/zipper/test/combined/010.png
943,ID_000943,zipper,test,combined,014.png,../data/zipper/test/combined/014.png
944,ID_000944,zipper,test,combined,004.png,../data/zipper/test/combined/004.png
945,ID_000945,zipper,test,combined,011.png,../data/zipper/test/combined/011.png
946,ID_000946,zipper,test,combined,008.png,../data/zipper/test/combined/008.png
947,ID_000947,zipper,test,combined,009.png,../data/zipper/test/combined/009.png
948,ID_000948,zipper,test,combined,012.png,../data/zipper/test/combined/012.png
949,ID_000949,zipper,test,combined,015.png,../data/zipper/test/combined/015.png
950,ID_000950,zipper,test,combined,007.png,../data/zipper/test/combined/007.png
951,ID_000951,zipper,test,combined,002.png,../data/zipper/test/combined/002.png
952,ID_000952,zipper,test,broken_teeth,001.png,../data/zipper/test/broken_teeth/001.png
953,ID_000953,zipper,test,broken_teeth,017.png,../data/zipper/test/broken_teeth/017.png
954,ID_000954,zipper,test,broken_teeth,000.png,../data/zipper/test/broken_teeth/000.png
955,ID_000955,zipper,test,broken_teeth,003.png,../data/zipper/test/broken_teeth/003.png
956,ID_000956,zipper,test,broken_teeth,005.png,../data/zipper/test/broken_teeth/005.png
957,ID_000957,zipper,test,broken_teeth,006.png,../data/zipper/test/broken_teeth/006.png
958,ID_000958,zipper,test,broken_teeth,013.png,../data/zipper/test/broken_teeth/013.png
959,ID_000959,zipper,test,broken_teeth,016.png,../data/zipper/test/broken_teeth/016.png
960,ID_000960,zipper,test,broken_teeth,010.png,../data/zipper/test/broken_teeth/010.png
961,ID_000961,zipper,test,broken_teeth,014.png,../data/zipper/test/broken_teeth/014.png
962,ID_000962,zipper,test,broken_teeth,004.png,../data/zipper/test/broken_teeth/004.png
963,ID_000963,zipper,test,broken_teeth,011.png,../data/zipper/test/broken_teeth/011.png
964,ID_000964,zipper,test,broken_teeth,008.png,../data/zipper/test/broken_teeth/008.png
965,ID_000965,zipper,test,broken_teeth,009.png,../data/zipper/test/broken_teeth/009.png
966,ID_000966,zipper,test,broken_teeth,012.png,../data/zipper/test/broken_teeth/012.png
967,ID_000967,zipper,test,broken_teeth,018.png,../data/zipper/test/broken_teeth/018.png
968,ID_000968,zipper,test,broken_teeth,015.png,../data/zipper/test/broken_teeth/015.png
969,ID_000969,zipper,test,broken_teeth,007.png,../data/zipper/test/broken_teeth/007.png
970,ID_000970,zipper,test,broken_teeth,002.png,../data/zipper/test/broken_teeth/002.png
971,ID_000971,screw,ground_truth,thread_side,006_mask.png,../data/screw/ground_truth/thread_side/006_mask.png
972,ID_000972,screw,ground_truth,thread_side,003_mask.png,../data/screw/ground_truth/thread_side/003_mask.png
973,ID_000973,screw,ground_truth,thread_side,015_mask.png,../data/screw/ground_truth/thread_side/015_mask.png
974,ID_000974,screw,ground_truth,thread_side,001_mask.png,../data/screw/ground_truth/thread_side/001_mask.png
975,ID_000975,screw,ground_truth,thread_side,020_mask.png,../data/screw/ground_truth/thread_side/020_mask.png
976,ID_000976,screw,ground_truth,thread_side,021_mask.png,../data/screw/ground_truth/thread_side/021_mask.png
977,ID_000977,screw,ground_truth,thread_side,000_mask.png,../data/screw/ground_truth/thread_side/000_mask.png
978,ID_000978,screw,ground_truth,thread_side,004_mask.png,../data/screw/ground_truth/thread_side/004_mask.png
979,ID_000979,screw,ground_truth,thread_side,014_mask.png,../data/screw/ground_truth/thread_side/014_mask.png
980,ID_000980,screw,ground_truth,thread_side,016_mask.png,../data/screw/ground_truth/thread_side/016_mask.png
981,ID_000981,screw,ground_truth,thread_side,011_mask.png,../data/screw/ground_truth/thread_side/011_mask.png
982,ID_000982,screw,ground_truth,thread_side,019_mask.png,../data/screw/ground_truth/thread_side/019_mask.png
983,ID_000983,screw,ground_truth,thread_side,002_mask.png,../data/screw/ground_truth/thread_side/002_mask.png
984,ID_000984,screw,ground_truth,thread_side,005_mask.png,../data/screw/ground_truth/thread_side/005_mask.png
985,ID_000985,screw,ground_truth,thread_side,022_mask.png,../data/screw/ground_truth/thread_side/022_mask.png
986,ID_000986,screw,ground_truth,thread_side,012_mask.png,../data/screw/ground_truth/thread_side/012_mask.png
987,ID_000987,screw,ground_truth,thread_side,008_mask.png,../data/screw/ground_truth/thread_side/008_mask.png
988,ID_000988,screw,ground_truth,thread_side,013_mask.png,../data/screw/ground_truth/thread_side/013_mask.png
989,ID_000989,screw,ground_truth,thread_side,010_mask.png,../data/screw/ground_truth/thread_side/010_mask.png
990,ID_000990,screw,ground_truth,thread_side,007_mask.png,../data/screw/ground_truth/thread_side/007_mask.png
991,ID_000991,screw,ground_truth,thread_side,018_mask.png,../data/screw/ground_truth/thread_side/018_mask.png
992,ID_000992,screw,ground_truth,thread_side,017_mask.png,../data/screw/ground_truth/thread_side/017_mask.png
993,ID_000993,screw,ground_truth,thread_side,009_mask.png,../data/screw/ground_truth/thread_side/009_mask.png
994,ID_000994,screw,ground_truth,thread_top,006_mask.png,../data/screw/ground_truth/thread_top/006_mask.png
995,ID_000995,screw,ground_truth,thread_top,003_mask.png,../data/screw/ground_truth/thread_top/003_mask.png
996,ID_000996,screw,ground_truth,thread_top,015_mask.png,../data/screw/ground_truth/thread_top/015_mask.png
997,ID_000997,screw,ground_truth,thread_top,001_mask.png,../data/screw/ground_truth/thread_top/001_mask.png
998,ID_000998,screw,ground_truth,thread_top,020_mask.png,../data/screw/ground_truth/thread_top/020_mask.png
999,ID_000999,screw,ground_truth,thread_top,021_mask.png,../data/screw/ground_truth/thread_top/021_mask.png
1000,ID_001000,screw,ground_truth,thread_top,000_mask.png,../data/screw/ground_truth/thread_top/000_mask.png
1001,ID_001001,screw,ground_truth,thread_top,004_mask.png,../data/screw/ground_truth/thread_top/004_mask.png
1002,ID_001002,screw,ground_truth,thread_top,014_mask.png,../data/screw/ground_truth/thread_top/014_mask.png
1003,ID_001003,screw,ground_truth,thread_top,016_mask.png,../data/screw/ground_truth/thread_top/016_mask.png
1004,ID_001004,screw,ground_truth,thread_top,011_mask.png,../data/screw/ground_truth/thread_top/011_mask.png
1005,ID_001005,screw,ground_truth,thread_top,019_mask.png,../data/screw/ground_truth/thread_top/019_mask.png
1006,ID_001006,screw,ground_truth,thread_top,002_mask.png,../data/screw/ground_truth/thread_top/002_mask.png
1007,ID_001007,screw,ground_truth,thread_top,005_mask.png,../data/screw/ground_truth/thread_top/005_mask.png
1008,ID_001008,screw,ground_truth,thread_top,022_mask.png,../data/screw/ground_truth/thread_top/022_mask.png
1009,ID_001009,screw,ground_truth,thread_top,012_mask.png,../data/screw/ground_truth/thread_top/012_mask.png
1010,ID_001010,screw,ground_truth,thread_top,008_mask.png,../data/screw/ground_truth/thread_top/008_mask.png
1011,ID_001011,screw,ground_truth,thread_top,013_mask.png,../data/screw/ground_truth/thread_top/013_mask.png
1012,ID_001012,screw,ground_truth,thread_top,010_mask.png,../data/screw/ground_truth/thread_top/010_mask.png
1013,ID_001013,screw,ground_truth,thread_top,007_mask.png,../data/screw/ground_truth/thread_top/007_mask.png
1014,ID_001014,screw,ground_truth,thread_top,018_mask.png,../data/screw/ground_truth/thread_top/018_mask.png
1015,ID_001015,screw,ground_truth,thread_top,017_mask.png,../data/screw/ground_truth/thread_top/017_mask.png
1016,ID_001016,screw,ground_truth,thread_top,009_mask.png,../data/screw/ground_truth/thread_top/009_mask.png
1017,ID_001017,screw,ground_truth,manipulated_front,023_mask.png,../data/screw/ground_truth/manipulated_front/023_mask.png
1018,ID_001018,screw,ground_truth,manipulated_front,006_mask.png,../data/screw/ground_truth/manipulated_front/006_mask.png
1019,ID_001019,screw,ground_truth,manipulated_front,003_mask.png,../data/screw/ground_truth/manipulated_front/003_mask.png
1020,ID_001020,screw,ground_truth,manipulated_front,015_mask.png,../data/screw/ground_truth/manipulated_front/015_mask.png
1021,ID_001021,screw,ground_truth,manipulated_front,001_mask.png,../data/screw/ground_truth/manipulated_front/001_mask.png
1022,ID_001022,screw,ground_truth,manipulated_front,020_mask.png,../data/screw/ground_truth/manipulated_front/020_mask.png
1023,ID_001023,screw,ground_truth,manipulated_front,021_mask.png,../data/screw/ground_truth/manipulated_front/021_mask.png
1024,ID_001024,screw,ground_truth,manipulated_front,000_mask.png,../data/screw/ground_truth/manipulated_front/000_mask.png
1025,ID_001025,screw,ground_truth,manipulated_front,004_mask.png,../data/screw/ground_truth/manipulated_front/004_mask.png
1026,ID_001026,screw,ground_truth,manipulated_front,014_mask.png,../data/screw/ground_truth/manipulated_front/014_mask.png
1027,ID_001027,screw,ground_truth,manipulated_front,016_mask.png,../data/screw/ground_truth/manipulated_front/016_mask.png
1028,ID_001028,screw,ground_truth,manipulated_front,011_mask.png,../data/screw/ground_truth/manipulated_front/011_mask.png
1029,ID_001029,screw,ground_truth,manipulated_front,019_mask.png,../data/screw/ground_truth/manipulated_front/019_mask.png
1030,ID_001030,screw,ground_truth,manipulated_front,002_mask.png,../data/screw/ground_truth/manipulated_front/002_mask.png
1031,ID_001031,screw,ground_truth,manipulated_front,005_mask.png,../data/screw/ground_truth/manipulated_front/005_mask.png
1032,ID_001032,screw,ground_truth,manipulated_front,022_mask.png,../data/screw/ground_truth/manipulated_front/022_mask.png
1033,ID_001033,screw,ground_truth,manipulated_front,012_mask.png,../data/screw/ground_truth/manipulated_front/012_mask.png
1034,ID_001034,screw,ground_truth,manipulated_front,008_mask.png,../data/screw/ground_truth/manipulated_front/008_mask.png
1035,ID_001035,screw,ground_truth,manipulated_front,013_mask.png,../data/screw/ground_truth/manipulated_front/013_mask.png
1036,ID_001036,screw,ground_truth,manipulated_front,010_mask.png,../data/screw/ground_truth/manipulated_front/010_mask.png
1037,ID_001037,screw,ground_truth,manipulated_front,007_mask.png,../data/screw/ground_truth/manipulated_front/007_mask.png
1038,ID_001038,screw,ground_truth,manipulated_front,018_mask.png,../data/screw/ground_truth/manipulated_front/018_mask.png
1039,ID_001039,screw,ground_truth,manipulated_front,017_mask.png,../data/screw/ground_truth/manipulated_front/017_mask.png
1040,ID_001040,screw,ground_truth,manipulated_front,009_mask.png,../data/screw/ground_truth/manipulated_front/009_mask.png
1041,ID_001041,screw,ground_truth,scratch_neck,024_mask.png,../data/screw/ground_truth/scratch_neck/024_mask.png
1042,ID_001042,screw,ground_truth,scratch_neck,023_mask.png,../data/screw/ground_truth/scratch_neck/023_mask.png
1043,ID_001043,screw,ground_truth,scratch_neck,006_mask.png,../data/screw/ground_truth/scratch_neck/006_mask.png
1044,ID_001044,screw,ground_truth,scratch_neck,003_mask.png,../data/screw/ground_truth/scratch_neck/003_mask.png
1045,ID_001045,screw,ground_truth,scratch_neck,015_mask.png,../data/screw/ground_truth/scratch_neck/015_mask.png
1046,ID_001046,screw,ground_truth,scratch_neck,001_mask.png,../data/screw/ground_truth/scratch_neck/001_mask.png
1047,ID_001047,screw,ground_truth,scratch_neck,020_mask.png,../data/screw/ground_truth/scratch_neck/020_mask.png
1048,ID_001048,screw,ground_truth,scratch_neck,021_mask.png,../data/screw/ground_truth/scratch_neck/021_mask.png
1049,ID_001049,screw,ground_truth,scratch_neck,000_mask.png,../data/screw/ground_truth/scratch_neck/000_mask.png
1050,ID_001050,screw,ground_truth,scratch_neck,004_mask.png,../data/screw/ground_truth/scratch_neck/004_mask.png
1051,ID_001051,screw,ground_truth,scratch_neck,014_mask.png,../data/screw/ground_truth/scratch_neck/014_mask.png
1052,ID_001052,screw,ground_truth,scratch_neck,016_mask.png,../data/screw/ground_truth/scratch_neck/016_mask.png
1053,ID_001053,screw,ground_truth,scratch_neck,011_mask.png,../data/screw/ground_truth/scratch_neck/011_mask.png
1054,ID_001054,screw,ground_truth,scratch_neck,019_mask.png,../data/screw/ground_truth/scratch_neck/019_mask.png
1055,ID_001055,screw,ground_truth,scratch_neck,002_mask.png,../data/screw/ground_truth/scratch_neck/002_mask.png
1056,ID_001056,screw,ground_truth,scratch_neck,005_mask.png,../data/screw/ground_truth/scratch_neck/005_mask.png
1057,ID_001057,screw,ground_truth,scratch_neck,022_mask.png,../data/screw/ground_truth/scratch_neck/022_mask.png
1058,ID_001058,screw,ground_truth,scratch_neck,012_mask.png,../data/screw/ground_truth/scratch_neck/012_mask.png
1059,ID_001059,screw,ground_truth,scratch_neck,008_mask.png,../data/screw/ground_truth/scratch_neck/008_mask.png
1060,ID_001060,screw,ground_truth,scratch_neck,013_mask.png,../data/screw/ground_truth/scratch_neck/013_mask.png
1061,ID_001061,screw,ground_truth,scratch_neck,010_mask.png,../data/screw/ground_truth/scratch_neck/010_mask.png
1062,ID_001062,screw,ground_truth,scratch_neck,007_mask.png,../data/screw/ground_truth/scratch_neck/007_mask.png
1063,ID_001063,screw,ground_truth,scratch_neck,018_mask.png,../data/screw/ground_truth/scratch_neck/018_mask.png
1064,ID_001064,screw,ground_truth,scratch_neck,017_mask.png,../data/screw/ground_truth/scratch_neck/017_mask.png
1065,ID_001065,screw,ground_truth,scratch_neck,009_mask.png,../data/screw/ground_truth/scratch_neck/009_mask.png
1066,ID_001066,screw,ground_truth,scratch_head,023_mask.png,../data/screw/ground_truth/scratch_head/023_mask.png
1067,ID_001067,screw,ground_truth,scratch_head,006_mask.png,../data/screw/ground_truth/scratch_head/006_mask.png
1068,ID_001068,screw,ground_truth,scratch_head,003_mask.png,../data/screw/ground_truth/scratch_head/003_mask.png
1069,ID_001069,screw,ground_truth,scratch_head,015_mask.png,../data/screw/ground_truth/scratch_head/015_mask.png
1070,ID_001070,screw,ground_truth,scratch_head,001_mask.png,../data/screw/ground_truth/scratch_head/001_mask.png
1071,ID_001071,screw,ground_truth,scratch_head,020_mask.png,../data/screw/ground_truth/scratch_head/020_mask.png
1072,ID_001072,screw,ground_truth,scratch_head,021_mask.png,../data/screw/ground_truth/scratch_head/021_mask.png
1073,ID_001073,screw,ground_truth,scratch_head,000_mask.png,../data/screw/ground_truth/scratch_head/000_mask.png
1074,ID_001074,screw,ground_truth,scratch_head,004_mask.png,../data/screw/ground_truth/scratch_head/004_mask.png
1075,ID_001075,screw,ground_truth,scratch_head,014_mask.png,../data/screw/ground_truth/scratch_head/014_mask.png
1076,ID_001076,screw,ground_truth,scratch_head,016_mask.png,../data/screw/ground_truth/scratch_head/016_mask.png
1077,ID_001077,screw,ground_truth,scratch_head,011_mask.png,../data/screw/ground_truth/scratch_head/011_mask.png
1078,ID_001078,screw,ground_truth,scratch_head,019_mask.png,../data/screw/ground_truth/scratch_head/019_mask.png
1079,ID_001079,screw,ground_truth,scratch_head,002_mask.png,../data/screw/ground_truth/scratch_head/002_mask.png
1080,ID_001080,screw,ground_truth,scratch_head,005_mask.png,../data/screw/ground_truth/scratch_head/005_mask.png
1081,ID_001081,screw,ground_truth,scratch_head,022_mask.png,../data/screw/ground_truth/scratch_head/022_mask.png
1082,ID_001082,screw,ground_truth,scratch_head,012_mask.png,../data/screw/ground_truth/scratch_head/012_mask.png
1083,ID_001083,screw,ground_truth,scratch_head,008_mask.png,../data/screw/ground_truth/scratch_head/008_mask.png
1084,ID_001084,screw,ground_truth,scratch_head,013_mask.png,../data/screw/ground_truth/scratch_head/013_mask.png
1085,ID_001085,screw,ground_truth,scratch_head,010_mask.png,../data/screw/ground_truth/scratch_head/010_mask.png
1086,ID_001086,screw,ground_truth,scratch_head,007_mask.png,../data/screw/ground_truth/scratch_head/007_mask.png
1087,ID_001087,screw,ground_truth,scratch_head,018_mask.png,../data/screw/ground_truth/scratch_head/018_mask.png
1088,ID_001088,screw,ground_truth,scratch_head,017_mask.png,../data/screw/ground_truth/scratch_head/017_mask.png
1089,ID_001089,screw,ground_truth,scratch_head,009_mask.png,../data/screw/ground_truth/scratch_head/009_mask.png
1090,ID_001090,screw,train,good,294.png,../data/screw/train/good/294.png
1091,ID_001091,screw,train,good,143.png,../data/screw/train/good/143.png
1092,ID_001092,screw,train,good,267.png,../data/screw/train/good/267.png
1093,ID_001093,screw,train,good,171.png,../data/screw/train/good/171.png
1094,ID_001094,screw,train,good,129.png,../data/screw/train/good/129.png
1095,ID_001095,screw,train,good,058.png,../data/screw/train/good/058.png
1096,ID_001096,screw,train,good,049.png,../data/screw/train/good/049.png
1097,ID_001097,screw,train,good,135.png,../data/screw/train/good/135.png
1098,ID_001098,screw,train,good,031.png,../data/screw/train/good/031.png
1099,ID_001099,screw,train,good,094.png,../data/screw/train/good/094.png
1100,ID_001100,screw,train,good,167.png,../data/screw/train/good/167.png
1101,ID_001101,screw,train,good,240.png,../data/screw/train/good/240.png
1102,ID_001102,screw,train,good,314.png,../data/screw/train/good/314.png
1103,ID_001103,screw,train,good,115.png,../data/screw/train/good/115.png
1104,ID_001104,screw,train,good,177.png,../data/screw/train/good/177.png
1105,ID_001105,screw,train,good,215.png,../data/screw/train/good/215.png
1106,ID_001106,screw,train,good,001.png,../data/screw/train/good/001.png
1107,ID_001107,screw,train,good,194.png,../data/screw/train/good/194.png
1108,ID_001108,screw,train,good,052.png,../data/screw/train/good/052.png
1109,ID_001109,screw,train,good,173.png,../data/screw/train/good/173.png
1110,ID_001110,screw,train,good,286.png,../data/screw/train/good/286.png
1111,ID_001111,screw,train,good,264.png,../data/screw/train/good/264.png
1112,ID_001112,screw,train,good,270.png,../data/screw/train/good/270.png
1113,ID_001113,screw,train,good,039.png,../data/screw/train/good/039.png
1114,ID_001114,screw,train,good,130.png,../data/screw/train/good/130.png
1115,ID_001115,screw,train,good,252.png,../data/screw/train/good/252.png
1116,ID_001116,screw,train,good,140.png,../data/screw/train/good/140.png
1117,ID_001117,screw,train,good,020.png,../data/screw/train/good/020.png
1118,ID_001118,screw,train,good,195.png,../data/screw/train/good/195.png
1119,ID_001119,screw,train,good,073.png,../data/screw/train/good/073.png
1120,ID_001120,screw,train,good,046.png,../data/screw/train/good/046.png
1121,ID_001121,screw,train,good,205.png,../data/screw/train/good/205.png
1122,ID_001122,screw,train,good,255.png,../data/screw/train/good/255.png
1123,ID_001123,screw,train,good,085.png,../data/screw/train/good/085.png
1124,ID_001124,screw,train,good,293.png,../data/screw/train/good/293.png
1125,ID_001125,screw,train,good,092.png,../data/screw/train/good/092.png
1126,ID_001126,screw,train,good,133.png,../data/screw/train/good/133.png
1127,ID_001127,screw,train,good,089.png,../data/screw/train/good/089.png
1128,ID_001128,screw,train,good,053.png,../data/screw/train/good/053.png
1129,ID_001129,screw,train,good,066.png,../data/screw/train/good/066.png
1130,ID_001130,screw,train,good,151.png,../data/screw/train/good/151.png
1131,ID_001131,screw,train,good,247.png,../data/screw/train/good/247.png
1132,ID_001132,screw,train,good,024.png,../data/screw/train/good/024.png
1133,ID_001133,screw,train,good,017.png,../data/screw/train/good/017.png
1134,ID_001134,screw,train,good,045.png,../data/screw/train/good/045.png
1135,ID_001135,screw,train,good,289.png,../data/screw/train/good/289.png
1136,ID_001136,screw,train,good,059.png,../data/screw/train/good/059.png
1137,ID_001137,screw,train,good,122.png,../data/screw/train/good/122.png
1138,ID_001138,screw,train,good,226.png,../data/screw/train/good/226.png
